callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2
UAE367,,8.96E+10,A6-EDF,A388,RCTP,OMDB,2018-12-31 15:47:23+00:00,2019-01-01 01:29:10+00:00,2019-01-01 00:00:00+00:00,25.10975647,121.2864176,304.8,25.25178909,55.36375682,-60.96
N539CA,,a6d20f,N539CA,F9EX,LOWS,KBCT,2018-12-31 15:51:45+00:00,2019-01-01 03:33:14+00:00,2019-01-01 00:00:00+00:00,47.8427124,12.93427277,1219.2,26.37171936,-80.15381435,167.64
AFR257,,394a07,F-GSQH,B77W,,LFPG,2018-12-31 15:52:27+00:00,2019-01-01 05:02:52+00:00,2019-01-01 00:00:00+00:00,2.334915161,102.9790898,7315.2,48.99590444,2.621829384,-7.62
KLM166,,48436b,PH-BQD,B772,EHAM,,2018-12-31 15:53:45+00:00,2019-01-01 00:43:59+00:00,2019-01-01 00:00:00+00:00,52.31357768,4.761749268,-304.8,34.3150177,-83.59928676,5074.92
AIC127,,800582,VT-ALS,B77W,VABB,K06C,2018-12-31 15:54:21+00:00,2019-01-01 12:13:58+00:00,2019-01-01 00:00:00+00:00,19.08860546,72.85853161,0,41.96549238,-88.01134686,510.54
CAL004,,899020,B-18007,B77W,RCTP,KSFO,2018-12-31 15:54:26+00:00,2019-01-01 01:57:21+00:00,2019-01-01 00:00:00+00:00,25.1131897,121.267395,304.8,37.61677551,-122.3703393,-53.34
THY731,,4ba9cf,TC-JNO,A333,VCBI,LTBA,2018-12-31 15:56:03+00:00,2019-01-01 02:55:24+00:00,2019-01-01 00:00:00+00:00,7.1893414,79.89006832,0,40.83217815,28.69166981,1379.22
BAW12,,406d1a,G-XLEJ,A388,,EGLL,2018-12-31 15:56:24+00:00,2019-01-01 04:59:56+00:00,2019-01-01 00:00:00+00:00,2.394470215,102.8452521,6705.6,51.46494203,-0.438766479,-152.4
QTR958,,06a0c2,A7-BDD,B788,OTHH,WIII,2018-12-31 15:56:52+00:00,2019-01-01 00:23:56+00:00,2019-01-01 00:00:00+00:00,25.25286658,51.62812431,0,-6.098389706,106.6958092,175.26
EVA026,,899036,B-16731,B77W,RCTP,KSEA,2018-12-31 15:56:55+00:00,2019-01-01 01:37:26+00:00,2019-01-01 00:00:00+00:00,25.10430908,121.2797038,304.8,47.40394592,-122.3083191,114.3
MAS2,,75044e,,,WMKK,EGLL,2018-12-31 15:57:25+00:00,2019-01-01 05:23:48+00:00,2019-01-01 00:00:00+00:00,2.783963478,101.6980244,0,51.46494203,-0.444793701,-160.02
UAL151,,a9d5e7,N73278,B738,RPLL,RJBB,2018-12-31 15:57:43+00:00,2019-01-01 00:45:55+00:00,2019-01-01 00:00:00+00:00,14.5194397,121.0390762,0,34.42144775,135.1955679,-68.58
ANA10,,8691cc,JA785A,B77W,KJFK,KJFK,2018-12-31 15:58:49+00:00,2019-01-01 19:51:58+00:00,2019-01-01 00:00:00+00:00,40.6239624,-73.75299072,304.8,40.61673439,-73.69990956,312.42
EDW24,,4b18ff,HB-JMD,A343,LSZH,,2018-12-31 15:58:59+00:00,2019-01-01 02:24:24+00:00,2019-01-01 00:00:00+00:00,47.4605484,8.557388306,0,23.22441101,-81.07665461,11887.2
SEJ501,,80067f,VT-SGV,B738,OMDB,VOMM,2018-12-31 15:59:14+00:00,2019-01-01 02:41:27+00:00,2019-01-01 00:00:00+00:00,25.26177979,55.34333547,-304.8,12.98987961,80.16823078,
BOX519,,3c4589,D-AALI,B77L,EDAQ,EDCT,2018-12-31 15:59:16+00:00,2019-01-01 20:55:13+00:00,2019-01-01 00:00:00+00:00,51.50761414,12.0904541,1524,51.43375203,12.80128479,1325.88
FIN73,,461f54,,,EFHK,,2018-12-31 15:59:35+00:00,2019-01-01 00:35:56+00:00,2019-01-01 00:00:00+00:00,60.3169897,24.91257804,0,36.17106628,140.7108879,3657.6
ANZ1,,c81d7e,ZK-OKM,B77W,EGLL,KLAX,2018-12-31 16:00:19+00:00,2019-01-01 02:14:57+00:00,2019-01-01 00:00:00+00:00,51.46480237,-0.475540161,-304.8,33.95431777,-118.3804893,167.64
THY55,,4ba94c,TC-JJL,B77W,,LTBA,2018-12-31 16:01:40+00:00,2019-01-01 02:47:18+00:00,2019-01-01 00:00:00+00:00,2.308804787,103.0379775,8229.6,40.83189883,28.77419212,1958.34
VIR41R,,4073ce,,,EGLL,KSFO,2018-12-31 16:02:38+00:00,2019-01-01 02:02:56+00:00,2019-01-01 00:00:00+00:00,51.46480237,-0.481796265,-304.8,37.61553955,-122.3673589,-38.1
SWR18,,4b187a,HB-JHA,A333,LSZH,KEWR,2018-12-31 16:03:59+00:00,2019-01-01 00:48:56+00:00,2019-01-01 00:00:00+00:00,47.4614296,8.558418274,0,40.71601868,-74.14984131,91.44
KLM655,,485343,PH-BHI,B789,EHAM,KMSP,2018-12-31 16:04:59+00:00,2019-01-01 00:41:47+00:00,2019-01-01 00:00:00+00:00,52.31481132,4.771440778,-304.8,44.84820557,-93.14293998,525.78
THY61,,4ba9da,TC-JNZ,A333,WMKK,LTBA,2018-12-31 16:05:25+00:00,2019-01-01 02:55:55+00:00,2019-01-01 00:00:00+00:00,2.787322998,101.6954118,304.8,40.86735535,28.85083008,1303.02
SAA204,,00b0f0,ZS-SNF,A346,KJFK,FAGM,2018-12-31 16:05:38+00:00,2019-01-01 05:57:28+00:00,2019-01-01 00:00:00+00:00,40.60409546,-73.75292969,304.8,-26.22386169,28.21035133,2034.54
UAL933,,aac4ed,N793UA,B772,EDDF,KIAD,2018-12-31 16:06:49+00:00,2019-01-01 00:35:45+00:00,2019-01-01 00:00:00+00:00,50.03617859,8.5493148,-304.8,38.94413576,-77.44332886,
EVA028,,89900d,B-16739,B77W,RCTP,KSFO,2018-12-31 16:07:12+00:00,2019-01-01 02:14:49+00:00,2019-01-01 00:00:00+00:00,25.10943604,121.2865194,304.8,37.61631775,-122.3692874,-53.34
AEA046,,3422c9,EC-JPF,A332,SUMU,LEMD,2018-12-31 16:08:48+00:00,2019-01-01 03:30:52+00:00,2019-01-01 00:00:00+00:00,-34.82835388,-56.01441052,0,40.4750061,-3.537658691,419.1
CAL008,,89901b,B-18001,B77W,RCTP,KHHR,2018-12-31 16:08:53+00:00,2019-01-01 02:40:20+00:00,2019-01-01 00:00:00+00:00,25.11013742,121.2629959,304.8,33.9568634,-118.3547039,297.18
KLM810,,484561,PH-BVD,B77W,WMKK,EHAM,2018-12-31 16:09:05+00:00,2019-01-01 04:49:24+00:00,2019-01-01 00:00:00+00:00,2.792724609,101.6922928,304.8,52.31433105,4.771957397,
FIN77,,461f48,OH-LWA,A359,EFHK,RJBB,2018-12-31 16:09:10+00:00,2019-01-01 01:08:35+00:00,2019-01-01 00:00:00+00:00,60.31587245,24.91022382,0,34.42950439,135.2075071,-129.54
CSN657,,780f15,B-7183,B77W,,KSFO,2018-12-31 16:09:18+00:00,2019-01-01 00:59:46+00:00,2019-01-01 00:00:00+00:00,32.862854,129.8230292,10058.4,37.61523231,-122.3667377,-38.1
BAW269,,40688d,G-XLEC,A388,EGLL,KLAX,2018-12-31 16:11:48+00:00,2019-01-01 02:33:11+00:00,2019-01-01 00:00:00+00:00,51.46480237,-0.473022461,-304.8,33.95413156,-118.3822632,167.64
UAE232,,896481,A6-EUW,A388,KIAD,OMDB,2018-12-31 16:12:48+00:00,2019-01-01 04:16:54+00:00,2019-01-01 00:00:00+00:00,38.93415031,-77.45581055,0,25.2443161,55.37775675,-76.2
AVA011,,aaa32d,N785AV,B788,LEMD,SKBO,2018-12-31 16:13:13+00:00,2019-01-01 01:58:52+00:00,2019-01-01 00:00:00+00:00,40.54197693,-3.575012207,609.6,4.699669531,-74.1359908,
BAW34,,406f73,G-ZBKG,B789,WMKK,EGLL,2018-12-31 16:13:39+00:00,2019-01-01 05:25:25+00:00,2019-01-01 00:00:00+00:00,2.776702881,101.7029533,0,51.46498858,-0.433807373,-137.16
EVA016,,8990de,B-16716,B77W,RCTP,KLAX,2018-12-31 16:13:42+00:00,2019-01-01 02:48:21+00:00,2019-01-01 00:00:00+00:00,25.10990466,121.2870414,304.8,33.95443726,-118.3791429,167.64
UAE224,,896453,A6-EQD,B77W,KLDJ,OMDB,2018-12-31 16:13:48+00:00,2019-01-01 04:11:26+00:00,2019-01-01 00:00:00+00:00,40.6472168,-74.25054932,609.6,25.24457932,55.36617279,-76.2
FIN132,,461f52,OH-LWK,A359,,EFHK,2018-12-31 16:14:09+00:00,2019-01-01 03:28:46+00:00,2019-01-01 00:00:00+00:00,2.290463205,103.0792236,7620,60.34128997,24.95318821,320.04
EVA010,,899081,B-16738,B77W,RCTP,CYVR,2018-12-31 16:15:21+00:00,2019-01-01 01:48:38+00:00,2019-01-01 00:00:00+00:00,25.1065529,121.2824811,609.6,49.20323181,-123.1837111,-160.02
ANA203,,8691aa,JA784A,B77W,RJTT,EDDF,2018-12-31 16:15:42+00:00,2019-01-01 04:02:52+00:00,2019-01-01 00:00:00+00:00,35.58087158,139.7808266,304.8,50.03825559,8.503677781,
EDW91,,4b1900,HB-JME,A343,,LSZH,2018-12-31 16:16:55+00:00,2019-01-01 05:05:29+00:00,2019-01-01 00:00:00+00:00,-34.78216553,-58.07765416,1828.8,47.46970096,8.5401447,
ETH501,,40105,ET-ASK,B77W,KIAD,,2018-12-31 16:17:03+00:00,2019-01-01 01:39:29+00:00,2019-01-01 00:00:00+00:00,38.93419647,-77.45576278,0,34.31304932,24.2723465,10668
CAL051,,8990ed,,,RCTP,YSSY,2018-12-31 16:17:06+00:00,2019-01-01 01:15:10+00:00,2019-01-01 00:00:00+00:00,25.10552875,121.2567254,304.8,-33.95951843,151.1908769,7.62
BAW41,,406a9e,G-ZBJG,B788,EGLL,FALE,2018-12-31 16:17:06+00:00,2019-01-01 03:27:41+00:00,2019-01-01 00:00:00+00:00,51.46480237,-0.474395752,-304.8,-29.63138386,31.10224107,137.16
JAI115,,800bd7,VT-JET,B77W,EGLL,VABB,2018-12-31 16:18:25+00:00,2019-01-01 00:23:53+00:00,2019-01-01 00:00:00+00:00,51.46463013,-0.487852354,-304.8,19.08857055,72.8577326,-30.48
CAL053,,89901a,B-18055,B77W,RCTP,YBBN,2018-12-31 16:19:17+00:00,2019-01-01 00:35:28+00:00,2019-01-01 00:00:00+00:00,25.11268616,121.2665812,304.8,-27.43593378,153.0992889,213.36
BAW31F,,4005b9,G-VIIA,B772,EGLL,KDFW,2018-12-31 16:19:26+00:00,2019-01-01 02:20:59+00:00,2019-01-01 00:00:00+00:00,51.46481323,-0.476049475,-304.8,32.87053512,-97.05490424,220.98
QTR704,,06a10d,,,KJFK,OTHH,2018-12-31 16:20:05+00:00,2019-01-01 03:53:29+00:00,2019-01-01 00:00:00+00:00,40.63107248,-73.7780623,0,25.234525,51.61459869,68.58
IBE2602,,345318,EC-MOU,A332,,LEBL,2018-12-31 16:20:17+00:00,2019-01-01 04:13:18+00:00,2019-01-01 00:00:00+00:00,-34.91871643,-58.17103795,2438.4,41.09054307,1.980785023,11658.6
ANA1,,867f82,,,KIAD,,2018-12-31 16:21:50+00:00,2019-01-01 05:31:37+00:00,2019-01-01 00:00:00+00:00,38.94705963,-77.45606132,0,36.1818889,140.7986775,3962.4
RWD306,,6.00E+10,9XR-WP,A333,,OMDB,2018-12-31 16:21:51+00:00,2019-01-01 07:08:27+00:00,2019-01-01 00:00:00+00:00,-24.70321655,25.37521362,12496.8,25.26061249,55.36492666,-68.58
ACA877,,c0293e,C-FPQB,B789,EDDF,CYYZ,2018-12-31 16:22:47+00:00,2019-01-01 00:36:08+00:00,2019-01-01 00:00:00+00:00,50.03751076,8.555009172,-304.8,43.66162316,-79.62262835,251.46
CAL063,,899013,B-18903,A359,RCTP,LOWW,2018-12-31 16:23:48+00:00,2019-01-01 05:01:58+00:00,2019-01-01 00:00:00+00:00,25.11222839,121.2666321,304.8,48.12002408,16.54549819,60.96
JAL3,,868012,JA736J,B77W,KJFK,,2018-12-31 16:23:59+00:00,2019-01-01 05:37:21+00:00,2019-01-01 00:00:00+00:00,40.61956787,-73.74139404,304.8,36.18814087,140.8534813,4229.1
BAW297,,4005bd,G-VIIE,B772,EGLL,KORD,2018-12-31 16:26:08+00:00,2019-01-01 00:56:06+00:00,2019-01-01 00:00:00+00:00,51.46481323,-0.474639068,-304.8,41.96580505,-87.76334589,891.54
ETH504,,40088,ET-ARF,B788,,KLAX,2018-12-31 16:26:28+00:00,2019-01-01 03:45:19+00:00,2019-01-01 00:00:00+00:00,28.14064155,-15.33244413,10668,33.93881588,-118.3688164,114.3
XAX206,,750074,9M-XXB,A333,WMKK,YBCG,2018-12-31 16:27:11+00:00,2019-01-01 00:10:20+00:00,2019-01-01 00:00:00+00:00,2.741787151,101.6749625,0,-28.29789734,153.6935542,1211.58
CSN389,,780747,B-6531,A332,,RJBB,2018-12-31 16:27:42+00:00,2019-01-01 03:31:58+00:00,2019-01-01 00:00:00+00:00,6.256341449,79.24698928,11277.6,34.42868508,135.206337,-106.68
UAE76F,,896474,A6-EUJ,A388,KJFK,OMDB,2018-12-31 16:27:48+00:00,2019-01-01 04:23:59+00:00,2019-01-01 00:00:00+00:00,40.62547302,-73.76635742,0,25.24808121,55.36023458,-76.2
CAL032,,8990f4,B-18907,A359,RCTP,CYVR,2018-12-31 16:28:14+00:00,2019-01-01 01:59:23+00:00,2019-01-01 00:00:00+00:00,25.11534119,121.2701925,304.8,49.20204163,-123.1732882,-167.64
NAX7BW,,47c5c5,LN-LNB,B788,,KFLL,2018-12-31 16:28:15+00:00,2019-01-01 02:09:58+00:00,2019-01-01 00:00:00+00:00,60.04745225,10.94091143,2133.6,26.07673645,-80.14503919,-60.96
CAL061,,899128,B-18909,A359,RCTP,EDDF,2018-12-31 16:30:14+00:00,2019-01-01 05:31:53+00:00,2019-01-01 00:00:00+00:00,25.1158168,121.2710283,304.8,50.03825559,8.578911859,-38.1
DAL611,,a0d1f3,N152DL,B763,KLAX,,2018-12-31 16:30:36+00:00,2019-01-01 09:38:03+00:00,2019-01-01 00:00:00+00:00,33.9467926,-118.4332338,0,35.128179,137.898159,4975.86
KLM895,,4851f5,PH-BVR,B77W,EHAM,,2018-12-31 16:30:49+00:00,2019-01-01 01:22:54+00:00,2019-01-01 00:00:00+00:00,52.29963684,4.764556885,-304.8,36.26298523,112.8962517,10698.48
EIN12C,,4ca0fc,EI-LAX,A332,,KORD,2018-12-31 16:30:55+00:00,2019-01-01 00:50:15+00:00,2019-01-01 00:00:00+00:00,53.46313477,-6.72316197,2438.4,41.96580505,-87.82171076,617.22
DLH779,,3c65ab,D-AIMK,A388,,EDDF,2018-12-31 16:31:21+00:00,2019-01-01 04:47:50+00:00,2019-01-01 00:00:00+00:00,2.401062012,102.8297967,6705.6,50.04679871,8.59383834,22.86
QTR591,,06a092,A7-AHH,A320,OTHH,OTHH,2018-12-31 16:31:26+00:00,2019-01-01 02:26:39+00:00,2019-01-01 00:00:00+00:00,25.25427246,51.62709554,304.8,25.23495483,51.61443075,76.2
EVA087,,8990da,B-16711,B77W,RCTP,LFPG,2018-12-31 16:32:23+00:00,2019-01-01 05:43:27+00:00,2019-01-01 00:00:00+00:00,25.10632324,121.2825012,304.8,49.02714099,2.569138376,-22.86
DLH791,,3c6707,D-AIXG,A359,,EDDM,2018-12-31 16:33:05+00:00,2019-01-01 04:48:08+00:00,2019-01-01 00:00:00+00:00,2.372772217,102.893294,6705.6,48.34272766,11.77218511,
GEC8370,,3c7062,D-ALCB,MD11,EDDF,VABB,2018-12-31 16:33:48+00:00,2019-01-01 00:02:50+00:00,2019-01-01 00:00:00+00:00,50.0051104,8.525984481,0,19.08853912,72.85788264,
LTG8471,,e490c8,PR-ACO,B763,KMIA,,2018-12-31 16:34:26+00:00,2019-01-01 00:24:25+00:00,2019-01-01 00:00:00+00:00,25.78756714,-80.2667745,0,-24.46017508,-49.33835587,6057.9
KLM808,,48436f,PH-BQH,B772,RCTP,EHAM,2018-12-31 16:34:34+00:00,2019-01-01 05:29:57+00:00,2019-01-01 00:00:00+00:00,25.11401367,121.2686666,609.6,52.31440399,4.75680542,-121.92
AEA042,,34558f,EC-MTI,B789,,LEMD,2018-12-31 16:35:28+00:00,2019-01-01 03:38:08+00:00,2019-01-01 00:00:00+00:00,-34.84263611,-58.15764135,2438.4,40.48303636,-3.545837402,426.72
KYE4854,,ac7a61,N903AR,B744,,PANC,2018-12-31 16:37:42+00:00,2019-01-01 00:48:19+00:00,2019-01-01 00:00:00+00:00,36.20223223,115.0040062,9448.8,61.19463904,-150.0116984,175.26
FDX13,,abba6c,N855FD,B77L,,,2018-12-31 16:38:27+00:00,2019-01-01 04:17:25+00:00,2019-01-01 00:00:00+00:00,32.91368905,130.1754325,8839.2,35.09669495,-92.54955681,10325.1
THA8108,,8850b1,HS-TEQ,A333,,,2018-12-31 16:39:55+00:00,2019-01-01 06:48:14+00:00,2019-01-01 00:00:00+00:00,27.08693165,77.72684537,10972.8,36.70939636,127.0112228,5052.06
UAE433,,89610f,A6-ECH,B77W,YBBN,OMDB,2018-12-31 16:40:05+00:00,2019-01-01 09:02:15+00:00,2019-01-01 00:00:00+00:00,-27.36973649,153.1367903,0,25.24786222,55.35747744,
SWR52,,4b1880,HB-JHG,A333,LSZH,KBOS,2018-12-31 16:40:12+00:00,2019-01-01 00:21:29+00:00,2019-01-01 00:00:00+00:00,47.46457672,8.546384811,0,42.378479,-70.99852128,-45.72
CMP422,,0c205b,HP-1716CMP,B738,SLCY,CSP6,2018-12-31 16:42:11+00:00,2019-01-01 04:33:29+00:00,2019-01-01 00:00:00+00:00,-17.60202026,-63.16256874,914.4,45.36094666,-73.89567784,952.5
THY27,,4ba956,TC-JJV,B77W,,LTBA,2018-12-31 16:42:58+00:00,2019-01-01 02:25:58+00:00,2019-01-01 00:00:00+00:00,36.34356483,113.2027159,9144,40.84043884,28.79290771,1623.06
PAL655,,758337,RP-C8763,A333,OETH,RPLL,2018-12-31 16:43:40+00:00,2019-01-01 01:30:28+00:00,2019-01-01 00:00:00+00:00,25.21426392,46.76030477,1828.8,14.49380493,120.9929052,45.72
UAL836,,a1ede9,N223UA,B772,KORD,K06C,2018-12-31 16:43:41+00:00,2019-01-01 21:57:56+00:00,2019-01-01 00:00:00+00:00,41.96955872,-87.85504428,609.6,41.96539307,-88.04830378,655.32
BAW275,,4004c7,G-BNLY,B744,EGLL,KLAS,2018-12-31 16:45:03+00:00,2019-01-01 02:34:49+00:00,2019-01-01 00:00:00+00:00,51.46484892,-0.476303101,-304.8,36.07365417,-115.1302528,617.22
SWR177,,4b191c,HB-JNG,B77W,,LSZH,2018-12-31 16:46:19+00:00,2019-01-01 05:15:23+00:00,2019-01-01 00:00:00+00:00,2.697795286,102.4273839,8534.4,47.46978378,8.540119171,266.7
CAL5321,,899106,B-18720,B744,KJFK,PANC,2018-12-31 16:46:45+00:00,2019-01-01 00:16:53+00:00,2019-01-01 00:00:00+00:00,40.63128662,-73.77844238,0,61.19287006,-150.0107829,175.26
TGW012,,76bd42,9V-OJB,B789,,YSSY,2018-12-31 16:47:06+00:00,2019-01-01 06:57:21+00:00,2019-01-01 00:00:00+00:00,28.07788914,119.6343276,11582.4,-33.95466614,151.1781529,38.1
BAW211,,4006ac,G-CIVV,B744,EGLL,KMIA,2018-12-31 16:47:52+00:00,2019-01-01 01:36:51+00:00,2019-01-01 00:00:00+00:00,51.46475582,-0.474472046,-304.8,25.7857035,-80.32596804,30.48
AMX031,,ad6ec5,N965AM,B788,,MMMX,2018-12-31 16:48:06+00:00,2019-01-01 01:56:19+00:00,2019-01-01 00:00:00+00:00,-34.75436453,-58.67368698,3962.4,19.40881348,-99.11821093,2354.58
SIA338,,76cdb4,9V-SMT,A359,,EDDL,2018-12-31 16:49:54+00:00,2019-01-01 05:23:57+00:00,2019-01-01 00:00:00+00:00,2.739578247,102.2853218,7924.8,51.28277206,6.76024772,
HAL443,,a46ad6,N384HA,A332,KSFO,YBBN,2018-12-31 16:50:21+00:00,2019-01-01 10:08:07+00:00,2019-01-01 00:00:00+00:00,37.63092041,-122.3644955,0,-27.41958618,153.1085263,114.3
CES279,,7802ff,B-6082,A332,WIII,,2018-12-31 16:50:37+00:00,2019-01-01 02:31:47+00:00,2019-01-01 00:00:00+00:00,-6.12031581,106.6375154,304.8,41.58255367,141.1945645,5966.46
AZA681,,4ca9f3,EI-ISB,B772,,LIRF,2018-12-31 16:51:19+00:00,2019-01-01 05:34:57+00:00,2019-01-01 00:00:00+00:00,-34.82288942,-58.15641403,2743.2,41.7704385,12.24522081,0
N780QS,,aa91f5,N780QS,CL35,,KHOU,2018-12-31 16:51:35+00:00,2019-01-01 00:35:55+00:00,2019-01-01 00:00:00+00:00,49.89026603,-114.6291207,9448.8,29.67863438,-95.3184599,266.7
BAW67V,,40057d,G-CIVD,B744,EGLL,KPHL,2018-12-31 16:52:43+00:00,2019-01-01 00:06:57+00:00,2019-01-01 00:00:00+00:00,51.46476746,-0.471595558,-304.8,39.85322571,-75.31372734,175.26
AFR422,,39c425,,,LFPG,SKBO,2018-12-31 16:53:44+00:00,2019-01-01 03:02:58+00:00,2019-01-01 00:00:00+00:00,48.99508667,2.537419246,0,4.696849823,-74.13291414,2430.78
TAP011,,4951f7,CS-TOW,A333,LPPT,,2018-12-31 16:54:06+00:00,2019-01-01 00:18:59+00:00,2019-01-01 00:00:00+00:00,38.83676303,-9.105957031,304.8,-7.447380454,-34.75444399,2773.68
TAP029,,4951ee,CS-TON,A332,LPAR,,2018-12-31 16:56:28+00:00,2019-01-01 00:47:13+00:00,2019-01-01 00:00:00+00:00,38.85772705,-9.093097189,304.8,-10.06741333,-38.22506662,9334.5
PAL685,,75833b,RP-C8771,A333,OTHH,RPLL,2018-12-31 16:58:16+00:00,2019-01-01 01:02:54+00:00,2019-01-01 00:00:00+00:00,25.25532532,51.62704468,0,14.49338751,120.9920462,53.34
ABW147,,4243d0,VQ-BVR,B748,UUEE,PANC,2018-12-31 16:58:16+00:00,2019-01-01 18:39:39+00:00,2019-01-01 00:00:00+00:00,55.96691584,37.36990929,304.8,61.16784668,-150.0066376,373.38
IGO2701,,800c94,VT-IHW,A320,VOBL,,2018-12-31 16:59:14+00:00,2019-01-01 02:01:25+00:00,2019-01-01 00:00:00+00:00,13.20652771,77.73319639,914.4,26.78613281,78.27484131,11277.6
CHH7923,,7808a0,B-2729,B788,,KLAX,2018-12-31 17:01:22+00:00,2019-01-01 02:20:18+00:00,2019-01-01 00:00:00+00:00,32.79772742,129.461209,10972.8,33.95411682,-118.38245,137.16
AAL60,,ab3fc4,N824AN,B789,KDFW,KDFW,2018-12-31 17:01:38+00:00,2019-01-01 20:36:24+00:00,2019-01-01 00:00:00+00:00,32.87816969,-97.05064423,304.8,32.86085226,-97.05496029,182.88
SIA12,,76cef9,9V-SWY,B77W,,KHHR,2018-12-31 17:03:28+00:00,2019-01-01 18:33:17+00:00,2019-01-01 00:00:00+00:00,37.88151111,114.7453905,9753.6,33.95722961,-118.3521255,228.6
WJA1474,,c03bf5,C-FWSI,B737,KLAS,KPSP,2018-12-31 17:03:39+00:00,2019-01-01 00:09:57+00:00,2019-01-01 00:00:00+00:00,36.09635925,-115.1546288,609.6,33.81661625,-116.496048,175.26
NAX19M,,345682,,,LIRF,KEWR,2018-12-31 17:04:03+00:00,2019-01-01 01:37:25+00:00,2019-01-01 00:00:00+00:00,41.79613534,12.22145968,0,40.71947518,-74.14760243,129.54
AEA026,,344211,EC-LQP,A332,SLVR,LEMD,2018-12-31 17:04:22+00:00,2019-01-01 03:28:46+00:00,2019-01-01 00:00:00+00:00,-17.62408447,-63.14888402,609.6,40.48379284,-3.546648892,
KZR935,,48411e,P4-KEB,B763,UAAA,WMKK,2018-12-31 17:05:22+00:00,2019-01-01 00:46:14+00:00,2019-01-01 00:00:00+00:00,43.42877197,77.06800594,1219.2,2.70135498,101.7260897,106.68
VIR461,,406ecd,G-VMAP,B789,EGLL,FAGM,2018-12-31 17:05:28+00:00,2019-01-01 03:31:28+00:00,2019-01-01 00:00:00+00:00,51.46476746,-0.490153545,-304.8,-26.22669285,28.20951022,2065.02
PAL683,,758338,RP-C8764,A333,,RPLL,2018-12-31 17:05:41+00:00,2019-01-01 01:20:25+00:00,2019-01-01 00:00:00+00:00,26.59180205,49.99170157,2133.6,14.49334717,120.9919581,45.72
SIA26,,76cd6c,9V-SKL,A388,,EDDF,2018-12-31 17:07:46+00:00,2019-01-01 05:41:22+00:00,2019-01-01 00:00:00+00:00,2.399209233,102.8339254,6705.6,50.03855896,8.58010543,-30.48
AAL192,,a9b275,N724AN,B77W,KDFW,KLAX,2018-12-31 17:09:53+00:00,2019-01-01 23:10:06+00:00,2019-01-01 00:00:00+00:00,32.87123108,-97.05113525,304.8,33.95613331,-118.3623505,182.88
SAA209,,00b0ee,ZS-SND,A346,FAGC,KIAD,2018-12-31 17:10:42+00:00,2019-01-01 11:35:26+00:00,2019-01-01 00:00:00+00:00,-25.99072266,28.14619532,2743.2,38.94755173,-77.45700173,
SIA328,,76cda7,9V-SMG,A359,,EDDM,2018-12-31 17:10:50+00:00,2019-01-01 05:17:55+00:00,2019-01-01 00:00:00+00:00,2.384353638,102.8675506,6705.6,48.34416147,11.76738739,
TAP209,,4951ed,CS-TOM,A332,LPPT,KJFK,2018-12-31 17:10:59+00:00,2019-01-01 00:02:25+00:00,2019-01-01 00:00:00+00:00,38.826828,-9.111487347,304.8,40.6776123,-73.72955322,175.26
IGO872,,800716,VT-IFA,A320,VIDP,VOMM,2018-12-31 17:11:23+00:00,2019-01-01 00:13:45+00:00,2019-01-01 00:00:00+00:00,28.56827041,77.07948572,304.8,12.98183635,80.14670924,22.86
AAL280,,ab4e94,N828AA,B789,KDFW,KDFW,2018-12-31 17:11:51+00:00,2019-01-01 21:49:24+00:00,2019-01-01 00:00:00+00:00,32.87910461,-97.05091553,304.8,32.85573151,-97.05496029,198.12
AAL107,,a99d89,N719AN,B77W,EGLL,KJFK,2018-12-31 17:12:33+00:00,2019-01-01 00:09:38+00:00,2019-01-01 00:00:00+00:00,51.46481323,-0.476866026,-304.8,40.69317627,-73.71728516,281.94
UAE343,,8964b0,A6-EVB,A388,WMKK,OMDB,2018-12-31 17:12:43+00:00,2019-01-01 00:12:54+00:00,2019-01-01 00:00:00+00:00,2.779261702,101.7014339,0,25.24487124,55.36926701,
SWR181,,4b1916,HB-JNA,B77W,LSZH,LSZH,2018-12-31 17:13:12+00:00,2019-01-01 18:10:55+00:00,2019-01-01 00:00:00+00:00,47.46003342,8.555173874,0,47.46241553,8.559705294,
CES739,,780f3f,B-7367,B77W,,YMML,2018-12-31 17:13:49+00:00,2019-01-01 02:42:58+00:00,2019-01-01 00:00:00+00:00,27.80998101,121.5865913,9753.6,-37.6422326,144.8328831,213.36
ALK869,,770591,4R-ALQ,A333,,VCBI,2018-12-31 17:14:28+00:00,2019-01-01 00:19:26+00:00,2019-01-01 00:00:00+00:00,36.74761963,114.8740196,11582.4,7.168899536,79.87432965,0
UAL28,,a43100,N36962,B789,,KSFO,2018-12-31 17:14:33+00:00,2019-01-01 04:24:42+00:00,2019-01-01 00:00:00+00:00,12.98048634,118.9405903,10668,37.62053926,-122.3737236,-45.72
BAW2273,,400771,G-VIIT,B772,EGKK,KJFK,2018-12-31 17:14:35+00:00,2019-01-01 00:23:43+00:00,2019-01-01 00:00:00+00:00,51.14415056,-0.219116211,0,40.71551824,-73.69978471,449.58
NAX5W,,47c5c6,LN-LNC,B788,ESSA,KJFK,2018-12-31 17:14:41+00:00,2019-01-01 01:19:24+00:00,2019-01-01 00:00:00+00:00,59.62458801,17.90844727,304.8,40.67912292,-73.72827148,205.74
